customer_id,platform,subscription_plan,city,age_group,primary_device,fav_genre,payment_method,tenure_months,monthly_charge_inr,avg_watch_hrs_week,num_profiles,login_failures,payment_failures,support_tickets,nps_score,churned
OTT01080,Zee5,Club,Nagpur,26-35,Mobile,Sports,Wallet,14,99.0,10.9,1,3,4,4,2.0,1
OTT01889,Aha,Premium+,Chennai,55+,Laptop,Thriller,Debit Card,2,299.0,0.9,1,6,1,1,1.0,1
OTT00765,Zee5,Club & Cinema,Bengaluru,46-55,Mobile,Movies,UPI,12,199.0,14.8,2,0,4,1,1.0,1
OTT00201,Netflix India,Standard,Jaipur,18-25,Mobile,Thriller,Wallet,8,499.0,24.5,4,0,0,3,10.0,0
OTT00130,Voot,Voot Select,Bengaluru,36-45,Mobile,Reality Shows,Debit Card,5,199.0,9.3,2,4,3,4,3.0,1
OTT02089,JioCinema,Free,Mumbai,46-55,Fire Stick,Reality Shows,UPI,25,0.0,4.1,1,2,0,5,1.0,0
OTT01717,ShemarooMe,Platinum,Ahmedabad,46-55,Laptop,Drama,Credit Card,44,199.0,10.6,3,0,0,3,10.0,0
OTT00672,Voot,Voot Select,Bengaluru,46-55,Mobile,Drama,Wallet,3,199.0,3.9,2,4,1,0,3.0,0
OTT01397,ShemarooMe,Platinum,Nagpur,26-35,Fire Stick,Drama,Credit Card,15,199.0,10.3,5,6,0,2,3.0,0
OTT02825,JioCinema,Free,Surat,36-45,Mobile,Drama,Credit Card,9,0.0,6.4,3,3,1,0,1.0,0
OTT00579,Netflix India,Mobile,Delhi,18-25,Laptop,Thriller,Wallet,2,199.0,12.7,4,2,2,4,0.0,1
OTT00007,Zee5,Club & Cinema,Mumbai,36-45,Fire Stick,Thriller,Credit Card,35,249.0,18.9,4,0,2,2,10.0,0
OTT00923,JioCinema,Free,Bengaluru,55+,Tablet,Comedy,Wallet,42,0.0,16.9,5,3,4,5,2.0,1
OTT02306,MX Player,Free,Hyderabad,55+,Tablet,Thriller,Debit Card,35,0.0,23.4,2,6,0,1,8.0,0
OTT02063,ShemarooMe,Gold,Pune,36-45,Smart TV,Comedy,UPI,27,99.0,1.0,4,1,0,2,2.0,0
OTT01326,Prime Video India,Monthly,Bengaluru,18-25,Mobile,Drama,Debit Card,44,179.0,12.7,2,0,4,2,5.0,0
OTT02436,Voot,Free,Kolkata,46-55,Smart TV,Sports,Net Banking,3,0.0,17.1,5,0,1,2,2.0,0
OTT01675,Zee5,Free,Lucknow,55+,Mobile,Comedy,Net Banking,6,0.0,18.9,2,4,0,1,5.0,0
OTT02743,MX Player,MX Gold,Pune,55+,Fire Stick,Comedy,Credit Card,5,99.0,13.6,5,0,4,2,1.0,0
OTT02239,MX Player,Free,Bengaluru,36-45,Mobile,Sports,Net Banking,25,0.0,24.5,1,1,3,3,5.0,0
OTT00726,Aha,Lite,Ahmedabad,18-25,Laptop,Thriller,Wallet,23,199.0,18.1,3,3,1,2,8.0,0
OTT01740,Zee5,Club,Delhi,46-55,Laptop,Thriller,Net Banking,38,199.0,15.3,5,6,0,5,1.0,0
OTT02278,Netflix India,Premium,Ahmedabad,36-45,Tablet,Thriller,Credit Card,39,499.0,5.6,2,5,3,4,8.0,0
OTT02556,Voot,Free,Chennai,36-45,Smart TV,Reality Shows,Wallet,4,0.0,4.3,5,6,2,4,7.0,1
OTT00740,Hotstar,Premium,Ahmedabad,26-35,Tablet,Kids,Net Banking,17,499.0,5.5,4,0,0,5,4.0,1
OTT02520,Zee5,Free,Lucknow,36-45,Mobile,Reality Shows,UPI,23,0.0,22.0,1,6,1,1,8.0,0
OTT01730,ShemarooMe,Platinum,Ahmedabad,36-45,Fire Stick,Thriller,UPI,10,199.0,12.7,2,3,1,3,4.0,0
OTT01792,MX Player,Free,Kolkata,36-45,Fire Stick,Movies,Wallet,16,0.0,9.4,2,6,4,1,3.0,1
OTT02139,SonyLIV,Premium SD,Kolkata,18-25,Fire Stick,Kids,Credit Card,20,299.0,21.6,2,5,4,4,7.0,1
OTT00436,JioCinema,Free,Chennai,18-25,Tablet,Thriller,Debit Card,29,0.0,11.5,5,2,0,1,8.0,0
OTT01026,JioCinema,Premium,Mumbai,36-45,Laptop,Comedy,Net Banking,22,499.0,12.1,1,6,1,1,9.0,0
OTT01903,AHA,Lite,Lucknow,55+,Tablet,Drama,Credit Card,48,199.0,15.2,5,4,1,0,3.0,0
OTT01649,Zee5,Free,Hyderabad,18-25,Mobile,Movies,Wallet,10,0.0,1.1,2,0,4,5,2.0,1
OTT02851,ShemarooMe,Gold,Nagpur,26-35,Mobile,Thriller,Net Banking,19,199.0,24.0,4,3,4,0,6.0,0
OTT02370,Voot,Voot Select,Hyderabad,55+,Fire Stick,Sports,Net Banking,17,199.0,16.9,3,5,4,4,2.0,0
OTT00332,Aha,Lite,Jaipur,18-25,Fire Stick,Kids,Credit Card,8,79.0,9.9,3,0,4,2,7.0,1
OTT02189,SonyLIV,Premium HD,Hyderabad,18-25,Laptop,Drama,Net Banking,4,499.0,14.1,5,4,2,2,1.0,1
OTT02451,Netflix India,Basic,Pune,18-25,Smart TV,Comedy,UPI,11,199.0,6.8,1,6,2,1,5.0,0
OTT00284,Netflix India,Basic,Mumbai,26-35,Fire Stick,Movies,Wallet,14,199.0,14.9,1,3,3,3,7.0,0
OTT00399,SonyLIV,Sports Pack,Pune,46-55,Smart TV,Movies,UPI,29,699.0,16.3,4,6,4,4,8.0,0
OTT02477,Hotstar,Super,Delhi,18-25,Mobile,Kids,Net Banking,5,299.0,8.9,1,3,4,0,3.0,0
OTT00022,Zee5,Club,Nagpur,26-35,Laptop,Reality Shows,UPI,37,99.0,5.2,5,0,3,4,0.0,0
OTT00218,SonyLIV,Premium SD,Jaipur,46-55,Fire Stick,Drama,Debit Card,15,299.0,15.6,5,0,1,1,4.0,0
OTT02853,ShemarooMe,Free,Mumbai,18-25,Laptop,Movies,Debit Card,10,0.0,13.4,3,6,3,4,5.0,0
OTT02880,JioCinema,Premium 4K,Kolkata,18-25,Smart TV,Drama,UPI,41,899.0,20.5,2,2,1,3,3.0,0
OTT02848,Hotstar,Mobile,Chennai,18-25,Laptop,Sports,UPI,15,149.0,22.2,4,1,4,4,1.0,1
OTT00886,Aha,Lite,Bengaluru,36-45,Fire Stick,Thriller,Net Banking,16,79.0,21.2,4,6,4,2,8.0,1
OTT01991,ShemarooMe,Gold,Delhi,26-35,Fire Stick,Comedy,Net Banking,13,99.0,16.9,4,3,2,3,4.0,0
OTT01083,Zee5,Club & Cinema,Ahmedabad,36-45,Smart TV,Kids,Debit Card,16,249.0,19.8,2,1,0,4,1.0,0
OTT01768,ShemarooMe,Free,Kolkata,36-45,Fire Stick,Movies,Wallet,31,0.0,15.1,1,0,0,3,9.0,0
OTT01708,SonyLIV,Sports Pack,Kolkata,18-25,Tablet,Movies,Net Banking,48,699.0,3.7,5,0,1,3,0.0,0
OTT02915,Zee5,Club,Nagpur,26-35,Tablet,Sports,Credit Card,20,99.0,18.8,4,5,2,3,1.0,1
OTT02420,Prime Video India,Annual,Nagpur,18-25,Mobile,Sports,Net Banking,16,1499.0,23.5,5,2,4,2,5.0,0
OTT01904,Netflix India,Premium,Bengaluru,46-55,Tablet,Kids,Credit Card,7,499.0,16.9,2,5,1,2,2.0,0
OTT01940,SonyLIV,Premium HD,Bengaluru,55+,Laptop,Comedy,Wallet,13,499.0,18.3,5,2,4,5,0.0,0
OTT02366,Voot,Voot Select,Bengaluru,26-35,Fire Stick,Sports,UPI,7,199.0,3.9,4,4,0,1,6.0,0
OTT01260,Zee5,Free,Delhi,36-45,Tablet,Thriller,Wallet,15,0.0,24.5,5,1,0,3,5.0,0
OTT02579,SonyLIV,Premium SD,Ahmedabad,46-55,Smart TV,Comedy,Credit Card,44,299.0,10.5,3,2,4,4,8.0,0
OTT01972,ShemarooMe,Gold,Bengaluru,26-35,Fire Stick,Drama,UPI,21,99.0,21.0,3,2,2,3,6.0,0
OTT00101,MX Player,Free,Pune,26-35,Tablet,Comedy,Wallet,37,0.0,23.7,3,0,1,3,1.0,0
OTT02200,Netflix India,Premium,Jaipur,46-55,Mobile,Kids,Wallet,9,499.0,13.4,3,3,3,4,2.0,0
OTT02906,Netflix India,Standard,Hyderabad,26-35,Fire Stick,Sports,Debit Card,3,499.0,18.4,2,1,4,1,6.0,0
OTT02600,JioCinema,Premium 4K,Nagpur,46-55,Smart TV,Reality Shows,Net Banking,43,899.0,14.6,3,5,2,5,2.0,1
OTT01800,SonyLIV,Sports Pack,Delhi,18-25,Fire Stick,Reality Shows,Wallet,8,199.0,14.7,4,0,3,1,2.0,0
OTT00706,Aha,Premium+,Mumbai,46-55,Fire Stick,Comedy,Credit Card,4,299.0,13.6,3,3,2,1,0.0,0
OTT00272,JioCinema,Premium 4K,Lucknow,36-45,Mobile,Reality Shows,UPI,43,899.0,13.4,2,0,1,2,4.0,0
OTT00376,Aha,Premium+,Jaipur,18-25,Mobile,Movies,Credit Card,26,299.0,17.3,3,5,3,4,6.0,1
OTT01732,MX Player,MX Gold,Nagpur,26-35,Smart TV,Thriller,Wallet,25,99.0,10.6,4,0,3,0,5.0,0
OTT01823,Prime Video India,Quarterly,Bengaluru,55+,Mobile,Sports,Net Banking,26,459.0,9.4,5,0,4,5,4.0,1
OTT02542,MX Player,Free,Hyderabad,26-35,Smart TV,Comedy,Credit Card,8,0.0,10.8,4,2,3,2,9.0,0
OTT01451,Aha,Premium,Pune,36-45,Tablet,Kids,Wallet,9,499.0,5.9,5,4,3,4,8.0,0
OTT01021,Zee5,Free,Hyderabad,18-25,Laptop,Comedy,Net Banking,41,0.0,14.4,4,4,1,5,5.0,0
OTT00298,Netflix India,Mobile,Jaipur,18-25,Tablet,Thriller,UPI,23,149.0,12.2,5,6,2,2,2.0,0
OTT02878,Netflix India,Basic,Delhi,55+,Smart TV,Reality Shows,Debit Card,25,199.0,5.2,2,2,3,0,2.0,0
OTT01157,Hotstar,Premium 4K,Delhi,55+,Smart TV,Sports,Net Banking,12,899.0,15.1,4,4,0,1,4.0,0
OTT02028,SonyLIV,Sports Pack,Chennai,18-25,Smart TV,Reality Shows,Net Banking,17,699.0,15.2,5,4,1,1,2.0,0
OTT01928,Hotstar,Premium 4K,Lucknow,26-35,Fire Stick,Drama,Wallet,1,899.0,3.8,3,1,4,0,2.0,1
OTT00149,SonyLIV,Sports Pack,Pune,36-45,Tablet,Movies,Credit Card,40,699.0,17.3,1,0,0,1,3.0,0
OTT01580,Voot,Free,Surat,55+,Laptop,Movies,Debit Card,2,0.0,10.0,4,2,3,4,6.0,1
OTT01431,ShemarooMe,Gold,Nagpur,36-45,Laptop,Movies,Credit Card,48,99.0,1.3,5,3,2,2,6.0,1
OTT01227,SonyLIV,Premium HD,Chennai,26-35,Tablet,Reality Shows,Credit Card,16,499.0,19.2,5,3,3,4,6.0,0
OTT00894,Prime Video India,Monthly,Surat,46-55,Smart TV,Drama,Net Banking,47,179.0,3.0,4,6,4,1,0.0,0
OTT00478,Aha,Premium,Bengaluru,46-55,Tablet,Drama,Debit Card,9,499.0,18.4,3,4,0,2,6.0,0
OTT02623,Aha,Lite,Kolkata,46-55,Fire Stick,Reality Shows,UPI,7,79.0,9.7,2,2,0,4,10.0,0
OTT02331,ShemarooMe,Gold,Hyderabad,46-55,Fire Stick,Drama,Debit Card,20,99.0,23.2,1,2,2,5,7.0,1
OTT01687,JioCinema,Premium,jaipur,36-45,Fire Stick,Sports,Debit Card,2,499.0,8.4,5,1,3,5,2.0,1
OTT02980,Voot,Free,Pune,36-45,Tablet,Movies,Debit Card,28,0.0,18.4,4,4,3,1,6.0,1
OTT00604,SonyLIV,Premium HD,jaipur,18-25,Fire Stick,Reality Shows,Net Banking,22,499.0,10.6,1,0,1,0,5.0,0
OTT00229,Zee5,Free,Kolkata,18-25,Fire Stick,Reality Shows,Credit Card,31,0.0,16.7,4,6,4,0,9.0,0
OTT00795,Zee5,Club,Kolkata,18-25,Laptop,Sports,Net Banking,4,99.0,11.2,1,3,1,3,6.0,0
OTT01446,SonyLIV,Premium SD,Bengaluru,26-35,Mobile,Kids,Net Banking,43,299.0,6.6,4,4,3,1,1.0,0
OTT01682,Aha,Premium+,Kolkata,26-35,Tablet,Kids,Net Banking,36,299.0,5.4,1,4,4,0,10.0,0
OTT00357,Prime Video India,Quarterly,Delhi,46-55,Tablet,Movies,Net Banking,35,459.0,8.9,4,0,4,0,8.0,0
OTT01549,Aha,Premium,Mumbai,46-55,Laptop,Drama,Credit Card,9,499.0,23.7,4,2,3,5,2.0,0
OTT01600,Aha,Lite,Jaipur,55+,Laptop,Thriller,Credit Card,9,79.0,24.3,4,3,2,0,3.0,0
OTT01367,JioCinema,Premium 4K,Nagpur,36-45,Mobile,Kids,Debit Card,46,899.0,10.9,2,3,4,2,4.0,0
OTT01345,SonyLIV,Sports Pack,Pune,46-55,Fire Stick,Reality Shows,Credit Card,31,699.0,12.0,3,6,0,4,5.0,1
OTT00814,Netflix India,Standard,Bengaluru,55+,Fire Stick,Comedy,UPI,48,499.0,7.8,2,2,0,2,0.0,0
OTT01399,JioCinema,Premium 4K,Nagpur,55+,Laptop,Thriller,Wallet,4,899.0,21.3,5,5,2,3,7.0,0
OTT01776,Voot,Voot Select,Chennai,26-35,Mobile,Comedy,Credit Card,29,199.0,13.2,2,3,3,3,6.0,0
OTT00645,Hotstar,Premium,Lucknow,46-55,Fire Stick,Comedy,Credit Card,40,499.0,6.6,3,5,3,0,9.0,1
OTT01197,JioCinema,Premium 4K,Pune,18-25,Laptop,Drama,Credit Card,33,899.0,11.9,3,4,3,1,7.0,0
OTT00302,Aha,Lite,Jaipur,18-25,Mobile,Kids,Wallet,38,79.0,0.7,3,6,3,1,8.0,1
OTT01733,ShemarooMe,Free,Bengaluru,46-55,Laptop,Kids,Credit Card,33,0.0,10.7,3,3,1,4,5.0,0
OTT02279,Aha,Lite,Ahmedabad,55+,Smart TV,Kids,UPI,43,79.0,6.9,1,3,4,1,3.0,0
OTT00209,Aha,Premium+,Nagpur,36-45,Fire Stick,Comedy,Wallet,4,299.0,0.8,2,4,1,3,4.0,0
OTT00091,JioCinema,Premium,Jaipur,55+,Smart TV,Thriller,Credit Card,37,499.0,2.3,5,3,0,3,5.0,0
OTT01570,JioCinema,Premium 4K,Lucknow,18-25,Smart TV,Drama,Debit Card,11,899.0,19.6,2,4,3,0,8.0,0
OTT00644,Voot,Free,Pune,46-55,Tablet,Sports,UPI,35,0.0,20.8,4,5,1,0,7.0,0
OTT02590,Voot,Free,Pune,26-35,Smart TV,Thriller,Debit Card,5,0.0,17.6,1,5,4,5,1.0,0
OTT00476,SonyLIV,Premium SD,Jaipur,36-45,Laptop,Comedy,Credit Card,42,299.0,4.4,1,6,2,0,5.0,0
OTT00366,Voot,Free,Delhi,46-55,Laptop,Kids,UPI,42,0.0,21.4,3,0,0,0,7.0,0
OTT00488,SONYLIV,Premium HD,Mumbai,36-45,Smart TV,Drama,Credit Card,7,499.0,24.7,3,1,3,1,10.0,0
OTT00406,Netflix India,Standard,Ahmedabad,46-55,Smart TV,Thriller,Debit Card,25,499.0,12.1,5,6,1,1,9.0,0
OTT02622,Netflix India,Premium,Kolkata,18-25,Fire Stick,Reality Shows,Debit Card,27,499.0,14.8,4,5,2,3,10.0,0
OTT00220,JioCinema,Premium,Ahmedabad,55+,Mobile,Sports,Wallet,24,499.0,3.8,3,3,3,3,5.0,0
OTT00530,JioCinema,Free,Bengaluru,55+,Tablet,Sports,Wallet,1,0.0,1.1,5,6,4,5,5.0,1
OTT02288,Hotstar,Premium 4K,Bengaluru,55+,Fire Stick,Sports,UPI,44,899.0,1.7,1,4,2,3,7.0,0
OTT02728,JioCinema,Premium 4K,Chennai,26-35,Laptop,Drama,Debit Card,17,899.0,5.0,2,5,3,1,3.0,1
OTT02939,Netflix India,Basic,Jaipur,46-55,Tablet,Sports,UPI,13,199.0,7.0,5,2,0,2,5.0,0
OTT00900,Prime Video India,Quarterly,Chennai,26-35,Tablet,Kids,UPI,12,459.0,6.3,2,0,3,0,8.0,1
OTT01440,ShemarooMe,Platinum,Jaipur,18-25,Tablet,Reality Shows,Debit Card,20,199.0,17.8,4,1,0,4,10.0,0
OTT00157,Aha,Lite,Hyderabad,46-55,Laptop,Comedy,Net Banking,36,79.0,11.7,3,2,1,4,5.0,0
OTT01896,Netflix India,Basic,Delhi,26-35,Laptop,Movies,Net Banking,21,199.0,2.3,5,4,4,1,7.0,0
OTT02953,MX Player,Free,Surat,36-45,Smart TV,Drama,Credit Card,30,0.0,22.6,2,3,3,2,6.0,0
OTT01273,JioCinema,Premium,Hyderabad,26-35,Mobile,Movies,Debit Card,10,499.0,4.9,3,4,1,0,8.0,0
OTT00370,Netflix India,Premium,Bengaluru,46-55,Laptop,Thriller,Net Banking,1,499.0,22.8,2,2,2,0,6.0,0
OTT00961,ShemarooMe,Free,Mumbai,46-55,Smart TV,Sports,Credit Card,47,0.0,1.7,3,1,3,5,10.0,0
OTT01829,MX Player,Free,Hyderabad,55+,Mobile,Thriller,Wallet,32,0.0,25.0,3,4,1,4,6.0,0
OTT02756,Zee5,Free,Kolkata,36-45,Fire Stick,Comedy,UPI,42,0.0,10.5,5,2,4,5,4.0,0
OTT01542,Aha,Premium+,Jaipur,18-25,Laptop,Drama,Net Banking,37,299.0,18.5,2,4,0,5,4.0,0
OTT00236,Hotstar,Premium,Delhi,55+,Laptop,Comedy,Wallet,12,499.0,10.5,3,0,4,4,1.0,1
OTT01200,Netflix India,Basic,Nagpur,26-35,Laptop,Drama,Debit Card,3,199.0,15.0,4,5,3,2,8.0,0
OTT00425,ShemarooMe,Platinum,Hyderabad,26-35,Smart TV,Thriller,UPI,44,199.0,4.0,1,6,4,4,3.0,0
OTT01759,ShemarooMe,Free,Nagpur,36-45,Smart TV,Reality Shows,Wallet,2,0.0,5.4,3,3,0,5,2.0,1
OTT02105,ShemarooMe,Free,Chennai,18-25,Laptop,Kids,Wallet,21,0.0,7.5,3,1,3,3,1.0,0
OTT01233,SonyLIV,Free,Pune,36-45,Tablet,Kids,UPI,3,0.0,6.5,3,6,1,4,6.0,0
OTT01267,SonyLIV,Sports Pack,Surat,36-45,Mobile,Comedy,Wallet,19,699.0,16.8,2,6,1,0,3.0,0
OTT00986,SonyLIV,Premium SD,Nagpur,55+,Mobile,Drama,Net Banking,4,299.0,6.7,2,3,2,2,4.0,0
OTT01448,SonyLIV,Sports Pack,Chennai,55+,Laptop,Comedy,Net Banking,4,699.0,17.7,4,0,1,0,2.0,0
OTT02417,Netflix India,Standard,Ahmedabad,55+,Laptop,Drama,Credit Card,44,499.0,8.6,4,3,0,3,8.0,0
OTT02031,Zee5,Club & Cinema,Nagpur,36-45,Laptop,Reality Shows,Wallet,5,249.0,12.1,1,6,2,5,7.0,1
OTT00710,JioCinema,Premium,hyderabad,18-25,Fire Stick,Thriller,Net Banking,35,499.0,7.5,4,0,2,0,9.0,0
OTT01132,ShemarooMe,Platinum,Ahmedabad,36-45,Mobile,Reality Shows,Wallet,25,199.0,14.0,4,3,2,5,7.0,1
OTT00021,Voot,Free,Pune,36-45,Smart TV,Comedy,Debit Card,18,0.0,9.1,3,5,3,4,8.0,0
OTT02690,Aha,Lite,Pune,36-45,Laptop,Sports,UPI,3,79.0,16.6,1,6,4,0,9.0,1
OTT01775,MX Player,Free,Mumbai,26-35,Fire Stick,Comedy,Net Banking,46,0.0,5.8,5,1,3,3,9.0,1
OTT01047,JIOCINEMA,Premium 4K,Chennai,55+,Fire Stick,Drama,Net Banking,32,899.0,24.8,1,0,0,4,4.0,0
